,title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time,sentences,phrases,score,asp_word,det_word
37,"Funky folks, funky restaurants, Little Italy getting gentrified but still cool",,"In the heart of The Republic of East Vancouver, Commercial Drive still maintains a bit of an edge in terms of its political thinking. Lots of alternative types hanging around, as well as up-market hipsters. Great restaurants, the best of which as far as I am concerned is The Libra Room. A wonderful bar/restaurant with fantastic live jazz every night. The food is really good, inventive and affordable.. I love this place to bits. Go there, dont wait!","August 14, 2018",0,0,,5.0,2021-06-18 21:23:16.667369,2021-06-18 21:23:16.756881,"The food is really good, inventive and affordable..","is really good, inventive and affordable",0.9958558678627014,housing,affordable
39,Different Vibe of Vancouver,,"I really really enjoyed this neighborhood! They offered a lot of variety when it comes to their shops and restos. There are a lot of pizza places; however, they all offered a unique twist to their dish! So many amazing and quaint shops. From house plants, to freshly brewed coffees, you cannot miss this place!","July 26, 2018",0,0,,5.0,2021-06-18 21:23:16.845849,2021-06-18 21:23:16.944399,I really really enjoyed this neighborhood!,enjoyed this neighborhood,0.9911593794822693,housing,neighborhood
39,Different Vibe of Vancouver,,"I really really enjoyed this neighborhood! They offered a lot of variety when it comes to their shops and restos. There are a lot of pizza places; however, they all offered a unique twist to their dish! So many amazing and quaint shops. From house plants, to freshly brewed coffees, you cannot miss this place!","July 26, 2018",0,0,,5.0,2021-06-18 21:23:16.845849,2021-06-18 21:23:16.944399,"From house plants, to freshly brewed coffees, you cannot miss this place!","From house plants, to freshly brewed coffees",0.999812662601471,housing,house
44,"Never heard of this place, then be adventurous!",,"Are you interested in Italian, Mexican, Cuban, Greek and other specialty food, as well as vegan and vegetarian options galore, great little bar clubs, jazz and live music, big outdoor sidewalk patios, great street to walk and enjoy activities? Then this is your place! It's a charming neighborhood! Take the sky train from downtown to Commercial and Broadway if you don't have a car - no worries, very walkable!","June 25, 2018",0,0,,5.0,2021-06-18 21:23:29.429125,2021-06-18 21:23:29.522994,It's a charming neighborhood!,'s a charming neighborhood,0.9974086880683899,housing,neighborhood
45,Local color,,"Commercial Drive itself is an interesting mixture of shops and restaurants. The #20 bus goes all the way to and from downtown or you can use it to connect with the 99B or 95 express bus lines to take you east and west. As with many of the in-town neighborhoods we saw in Vancouver, there is a commercial street with a residential zone just behind. Yes, you see some homeless people in the parks, on the public transportation, and in the streets. We never felt threatened or hassled. In fact, most people we met were friendly and helpful.","June 4, 2018",0,0,,4.0,2021-06-18 21:23:29.523000,2021-06-18 21:23:29.622783,"As with many of the in-town neighborhoods we saw in Vancouver, there is a commercial street with a residential zone just behind.",is a commercial street with a residential zone just behind,0.9932476282119751,housing,residential
51,One of the most diverse neighbourhoods in Vancouver,,"There are so many different small shops, cafes and restaurants. Commercial Drive is a great neighbourhood to walk for a few hours and discover a different part of Vancouver.","May 2, 2018",0,0,,5.0,2021-06-18 21:23:43.553878,2021-06-18 21:23:43.641530,Commercial Drive is a great neighbourhood to walk for a few hours and discover a different part of Vancouver.,is a great neighbourhood to walk for a few hours and discover a different part of Vancouver,0.9991633892059326,housing,neighbourhood
56,Really Cool Neighborhood. Great food at JAM!,,"Check this neighborhood out. We dined at JAM and WOW! Delicious.....the chef, Ash, is not only highly talented but fun to talk to. I would highly recommend taking a walk a checking out the shops and restaurants.","January 22, 2018",0,0,,5.0,2021-06-18 21:23:44.022472,2021-06-18 21:23:44.115466,Check this neighborhood out.,Check this neighborhood out,0.9993374943733215,housing,neighborhood
61,Little Italy and More,,"Commercial Drive is a vibrant community commercial and social centre. Originally, the market street in an Italian neighbourhood, many of the delis, restaurants and shops still remain: Joe's coffee and La Grotto Formaggio to name a couple. Overlaid are the new boutiques that serve the newer residents: Barefoot Contessa, Blue Sky Clothing Company and Womyns Ware. As well, there are awesome eateries and drinking scenes: the Havana, Cafe Deux Soleils, and Caffe Roma to name only a few. There's more to explore on foot.","October 11, 2017",0,0,,4.0,2021-06-18 21:23:58.063145,2021-06-18 21:23:58.142776,"Originally, the market street in an Italian neighbourhood, many of the delis, restaurants and shops still remain: Joe's coffee and La Grotto Formaggio to name a couple.","the market street in an Italian neighbourhood, many of the delis, restaurants and shops",0.9903259873390198,housing,neighbourhood
62,Bohemian blend,,Commercial Drive has just about any kind of cuisine you can imagine. Tiny restaurants pack each block with the international tastes of the many ethnic groups and nationalities who have come to Vancouver. Lots of small shops and little grocery stores as well as bakeries round out the mix. A fun neighborhood with lots to see and taste.,"October 8, 2017",0,0,,4.0,2021-06-18 21:23:58.142782,2021-06-18 21:23:58.226247,A fun neighborhood with lots to see and taste.,A fun neighborhood,0.9970730543136597,housing,neighborhood
71,The real hippy neighborhood,,"We asked a few people where the chill hippy neighborhood would be and we got different answers... but I think we found int in Commercial Drive. Lots of fun indie shops, but with a Starbucks thrown in. Glad to have stumbled to this end of town!","August 15, 2017",0,0,,5.0,2021-06-18 21:24:11.952817,2021-06-18 21:24:12.036490,We asked a few people where the chill hippy neighborhood would be and we got different answers...,We asked a few people where the chill hippy neighborhood would be,-0.9988161325454712,housing,neighborhood
73,Great for a long walk,,"Commercial was a surprise! We started in the beginning of the street and went all the way to find out a place to have lunch. We had a hard time choosing, cause everything seemed delicious and welcoming. The street remembers me a older neighborhood with traditional look, but with a diverse culinary for every mood. The whole area is very charming, even if you don't want to eat, is a great place to walk buy. But I promise you, you will want to eat.","July 22, 2017",0,0,,5.0,2021-06-18 21:24:12.114510,2021-06-18 21:24:12.195215,"The street remembers me a older neighborhood with traditional look, but with a diverse culinary for every mood.","remembers me a older neighborhood with traditional look, but with a diverse culinary for every mood",0.9986119270324707,housing,neighborhood
79,Restaurants night life smaller than city,,But sort of hippie neighborhood fairly safe nice in summer time bars restaurants record stores use to Italian neighborhood small park high school hockey arena small one indoor swimming all kind of diff culture restaurants pretty nice place in summer time fairly busy accessible from downtown Van buses 2.75 around 30 min from granville street bus commercial drive bus way faster by sky train 15 min get off broad way stop walk north or towards shops more hippie area nice place to eat walk etc day night whatever in summer time,"May 23, 2017",0,0,,3.0,2021-06-18 21:24:12.608183,2021-06-18 21:24:12.687119,But sort of hippie neighborhood fairly safe nice in summer time,sort of hippie neighborhood fairly safe nice in summer time,-0.5108357071876526,housing,neighborhood
79,Restaurants night life smaller than city,,But sort of hippie neighborhood fairly safe nice in summer time bars restaurants record stores use to Italian neighborhood small park high school hockey arena small one indoor swimming all kind of diff culture restaurants pretty nice place in summer time fairly busy accessible from downtown Van buses 2.75 around 30 min from granville street bus commercial drive bus way faster by sky train 15 min get off broad way stop walk north or towards shops more hippie area nice place to eat walk etc day night whatever in summer time,"May 23, 2017",0,0,,3.0,2021-06-18 21:24:12.608183,2021-06-18 21:24:12.687119,bars restaurants record stores use to Italian neighborhood small park high school hockey arena,use to Italian neighborhood small park high school hockey arena,0.979079008102417,housing,neighborhood
86,My endearing and favourite neighbourhood for 30 years.,,"Listen you have not really been seen Vancouver til you have spent a day on ""The Drive"". This is this historically Italian and Portuguese neighbourhood of the city. It is more gentrified now, but resists any wholesale change. This is the the place where you an go to the pasta shop and hey are making the tortilini by hand, the cheese dealer has the best manchego cheese in the country, the Italian cafe has the best capuccino or late in the city, the best of the best is here. No major development, lots of old shop style merchants. If you can't find it on the drive it is probably not worth eating or drinking. It is an expensive area to have a home but the drive is just so Vancouver. Real people going about their lives, shopping for produce, cheese, baguettes, olives and wine. Me and my Italian friends meet here once a month for ""slow food"". Wine, then fifteen minutes later we look at the menu, we order our appetizer and finish it at out about the hour mark, more wine, the entree, and,we never walk out before two or two and a half hours. All good.","April 8, 2017",0,0,,5.0,2021-06-18 21:24:25.666724,2021-06-18 21:24:25.747169,This is this historically Italian and Portuguese neighbourhood of the city.,is this historically Italian and Portuguese neighbourhood of the city,0.8046759963035583,housing,neighbourhood
87,Edgy with Character,,"Commercial Drive is an interesting blend of Vancouver. It offers a wide assortment of bars and restaurants. In many ways it is similar to Main st. just a little more grungy. I think it adds character and charm adding to the appeal. Great place to stroll on a sunny day. Not a must see neighbourhood, but worth a visit.","April 5, 2017",0,0,,4.0,2021-06-18 21:24:25.747174,2021-06-18 21:24:25.828475,"Not a must see neighbourhood, but worth a visit.",Not a must see neighbourhood,0.6017740964889526,housing,neighbourhood
90,people watching,,"This is a great neighbourhood to sit and people watch. I love coming and having a drink or a coffee and just watching the sites. All kinds of people roam the streets, and it's a hipster area for sure. Great entertainment always.","March 6, 2017",0,0,,5.0,2021-06-18 21:24:39.112510,2021-06-18 21:24:39.203806,This is a great neighbourhood to sit and people watch.,is a great neighbourhood to sit and people watch,0.9902564287185669,housing,neighbourhood
92,Gentrification is stepping in.... But still funky,,"Gentrification is stepping into the neighbourhood. New store fronts are popping up everywhere along the strip pushing some old established places out. But still plenty of delis, fruit and vegetable stands, boutiques, restaurants, coffee shops and more to peek into. Have fun.","February 25, 2017",0,0,,4.0,2021-06-18 21:24:39.287921,2021-06-18 21:24:39.366404,Gentrification is stepping into the neighbourhood.,is stepping into the neighbourhood,0.6983197331428528,housing,neighbourhood
94,Funky Town,,"The Drive is full of character and it's an authentic neighbourhood with real people living their lives. Calabria Cafe is a shining example, owned by a long-standing Italian family. 3 generations work there! Good music, humour, coffee, this place defines Commercial Drive. As well the different shops along the Drive are quaint and unique. Arriva Restaurant is one of my favourites and I go back for the same thing every time: Antipasto followed by Spicey Prawns Linguini and beautiful home-made Focaccia Bread. You will have fun exploring! Try a game of pool at Joe's too!","February 13, 2017",0,0,,5.0,2021-06-18 21:24:39.447318,2021-06-18 21:24:39.531650,The Drive is full of character and it's an authentic neighbourhood with real people living their lives.,it's an authentic neighbourhood with real people living their lives,0.9991756081581116,housing,neighbourhood
97,Love Commercial Drive,,Interesting and lots of character with some really great shops.This is a neighbourhood area with a unique blend of new and old.,"November 25, 2016",0,0,,4.0,2021-06-18 21:24:39.694520,2021-06-18 21:24:39.773401,This is a neighbourhood area with a unique blend of new and old.,is a neighbourhood area with a unique blend of new and old,0.9992883801460266,housing,neighbourhood
98,A very interesting place to walk... all kinds of people to see.,,"The Drive is a place of unique character... not like the kind of tourist shopping of Robson Street. but there are some interestinglittleplaces... and a wide range of real Vancouverits to watch as you walk along. it's a real Italian neighbourhood that has gradually changed to be more mixed/metropolitan, but you can still smell and tastes the old Italian. got to Fratelli's for baked goods and Famoso for Pizza.","November 24, 2016",0,0,,4.0,2021-06-18 21:24:39.773407,2021-06-18 21:24:39.853617,"it's a real Italian neighbourhood that has gradually changed to be more mixed/metropolitan, but you can still smell and tastes the old Italian.",it's a real Italian neighbourhood that has gradually changed to be more mixed/metropolitan,0.9981846213340759,housing,neighbourhood
116,"Gritty, Artsy and Cheap Delicious Ethnic Eats!",,"My favourite true neighbourhood, this strip of fantastic casual restaurants, craft beer pubs and super funky shops is really a wonderful place to hang out with the grittier side of vancouver. Yes you will see panhandlers, but you will often see (and hear) absolutely fantastic street musicians. There's a nice park (Grandview) that is a gathering place for the locals. You may be able to pick up inexpensive items for sale by impromptu vendors.. CDs and jewelry, etc. The hippie culture is alive and well! You may also get to see people playing bike polo.. in the tennis courts on the west side of the park... amazing! The ethnic restaurants are the big draw.. there are many many and they are generally very inexpensive.. there are several really great craft beer places that have so many beers to choose from you are sure to get your fill of delicious! Enjoy, and be happy!","July 10, 2016",0,0,,5.0,2021-06-18 21:25:10.021885,2021-06-18 21:25:10.105272,"My favourite true neighbourhood, this strip of fantastic casual restaurants, craft beer pubs and super funky shops is really a wonderful place to hang out with the grittier side of vancouver.",My favourite true neighbourhood,0.9988228678703308,housing,neighbourhood
117,Coffee bars,,"Italian neighborhood with... yes, espresso's and cappuccino's, made Italian style in one of the dozens of trendy coffee bars.","July 5, 2016",0,0,,3.0,2021-06-18 21:25:10.105278,2021-06-18 21:25:10.184702,Italian neighborhood with...,Italian neighborhood,0.8982191681861877,housing,neighborhood
120,"Gr8, No high rise apartments!",,"Just like 20 yrs ago! Funky shops, cafes, gr8 vibe & no glass tower apts!! Lived here in late 70s and it's still an intact neighbourhood unlike so much of Vancouver; parking bit of a hassle, but stick with it.. The stroll up/down Commercial well worth it! Try Andy's Breads-lower end towards Hastings- for best German bread & pastries!","June 21, 2016",0,0,,5.0,2021-06-18 21:25:24.396763,2021-06-18 21:25:24.499991,"and it's still an intact neighbourhood unlike so much of Vancouver; parking bit of a hassle, but stick with it..",it's still an intact neighbourhood unlike so much of Vancouver,0.995392918586731,housing,neighbourhood
123,walkabout,,"It's coined Little Italy, not sure why, it is a stretch of some trendy shopping, coffee shops, specialty stores, parks, residential area. You could spend a morning or afternoon wandering and enjoying","May 23, 2016",0,0,,3.0,2021-06-18 21:25:24.661561,2021-06-18 21:25:24.747677,"It's coined Little Italy, not sure why, it is a stretch of some trendy shopping, coffee shops, specialty stores, parks, residential area.","is a stretch of some trendy shopping, coffee shops, specialty stores, parks, residential area",0.6042746901512146,housing,residential
143,A nice slice of life in Vancouver,,"Get away from the glitzy glass towers and waterfront and come to funky Commercial Drive where real people hang out. Lots of small boutiques, book stores, bars, coffee shops, and surprisingly good restaurants. This is very much a local residential area, not to compete with fancy Robson Street, but it is an authentic Vancouver neighborhood with a lot to offer. Easy access via SkyTrain.","December 29, 2015",0,0,,5.0,2021-06-18 21:25:53.668460,2021-06-18 21:25:53.753262,"This is very much a local residential area, not to compete with fancy Robson Street, but it is an authentic Vancouver neighborhood with a lot to offer.","This is very much a local residential area, not to compete with fancy Robson Street,",0.9988341927528381,housing,residential
143,A nice slice of life in Vancouver,,"Get away from the glitzy glass towers and waterfront and come to funky Commercial Drive where real people hang out. Lots of small boutiques, book stores, bars, coffee shops, and surprisingly good restaurants. This is very much a local residential area, not to compete with fancy Robson Street, but it is an authentic Vancouver neighborhood with a lot to offer. Easy access via SkyTrain.","December 29, 2015",0,0,,5.0,2021-06-18 21:25:53.668460,2021-06-18 21:25:53.753262,"This is very much a local residential area, not to compete with fancy Robson Street, but it is an authentic Vancouver neighborhood with a lot to offer.",it is an authentic Vancouver neighborhood with a lot to offer,0.9988341927528381,housing,neighborhood
144,"the Drive is nice, but not nearly as nice as when I was a kid",,"Commerical Drive (the Drive as it was known to the locals) is a pleasant neighborhood on the East side of Vancouver. I used to live in the Grandview community (just 2 blocks to the West of the Drive), in days past I can remember that my parents never locked the back door..............alas such is not the practice in metro Vancouver any longer. In today's world the Drive is infiltrated with ethnic restaurants and coffee houses.","December 25, 2015",0,0,,3.0,2021-06-18 21:25:53.753268,2021-06-18 21:25:53.835030,Commerical Drive (the Drive as it was known to the locals) is a pleasant neighborhood on the East side of Vancouver.,is a pleasant neighborhood on the East side of Vancouver,0.9986246824264526,housing,neighborhood
151,Edgy but Kool,,"Commercial used to be the backbone of the Italian and Portuguese communities in Vancouver, which have largely moved on although there are still several cafes, eateries and stores which cater to and carry their cultural products. It's best to stay on the main drag at night as there is a local youth gang which hangs out around the Skytrain Station at Broadway and Commercial, at the park 3 blocks North of First St, and in the neighborhood behind (West of) the park. When you reach Venables St, it's all bad on both sides down to the harbor and it's all residential so there is nothing to see or buy. Here are government subsidized projects and cheap housing where conditions exist which promotes restless kids and desperate acts. On Commercial itself you will find a harmonious and eclectic mixture of immigrant cultures offering everything from soup to nuts. There are stores of all kinds and extractions, restaurants, some notable but most not, cafes, boutiques, specialty shops, hippie food, services of all kinds, a regular Canadian neighborhood bar along with a dozen other fancy and semi fancy ""public alcohol dispensaries"", and a couple of legal marijuana ones, art galleries, fast foods galore, 2 pool halls, one fancy movie theater on Broadway at Commercial and anything else you might think of including an Italian Armory. Wonder around the neighborhood during the day all you want, it's safe and beautiful just to the East of Commercial and 3-4 blocks past the bridge over the Skytrain tracks, and there are some great cityscapes visible down from the Park 3 blocks North of First St.","December 3, 2015",0,0,,4.0,2021-06-18 21:26:06.228528,2021-06-18 21:26:06.314361,"It's best to stay on the main drag at night as there is a local youth gang which hangs out around the Skytrain Station at Broadway and Commercial, at the park 3 blocks North of First St, and in the neighborhood behind (West of) the park.","'s best to stay on the main drag at night as there is a local youth gang which hangs out around the Skytrain Station at Broadway and Commercial, at the park 3 blocks North of First St, and in the neighborhood behind (West of) the park",0.9332650303840637,housing,neighborhood
151,Edgy but Kool,,"Commercial used to be the backbone of the Italian and Portuguese communities in Vancouver, which have largely moved on although there are still several cafes, eateries and stores which cater to and carry their cultural products. It's best to stay on the main drag at night as there is a local youth gang which hangs out around the Skytrain Station at Broadway and Commercial, at the park 3 blocks North of First St, and in the neighborhood behind (West of) the park. When you reach Venables St, it's all bad on both sides down to the harbor and it's all residential so there is nothing to see or buy. Here are government subsidized projects and cheap housing where conditions exist which promotes restless kids and desperate acts. On Commercial itself you will find a harmonious and eclectic mixture of immigrant cultures offering everything from soup to nuts. There are stores of all kinds and extractions, restaurants, some notable but most not, cafes, boutiques, specialty shops, hippie food, services of all kinds, a regular Canadian neighborhood bar along with a dozen other fancy and semi fancy ""public alcohol dispensaries"", and a couple of legal marijuana ones, art galleries, fast foods galore, 2 pool halls, one fancy movie theater on Broadway at Commercial and anything else you might think of including an Italian Armory. Wonder around the neighborhood during the day all you want, it's safe and beautiful just to the East of Commercial and 3-4 blocks past the bridge over the Skytrain tracks, and there are some great cityscapes visible down from the Park 3 blocks North of First St.","December 3, 2015",0,0,,4.0,2021-06-18 21:26:06.228528,2021-06-18 21:26:06.314361,and it's all residential,it's all residential,0.9623928666114807,housing,residential
151,Edgy but Kool,,"Commercial used to be the backbone of the Italian and Portuguese communities in Vancouver, which have largely moved on although there are still several cafes, eateries and stores which cater to and carry their cultural products. It's best to stay on the main drag at night as there is a local youth gang which hangs out around the Skytrain Station at Broadway and Commercial, at the park 3 blocks North of First St, and in the neighborhood behind (West of) the park. When you reach Venables St, it's all bad on both sides down to the harbor and it's all residential so there is nothing to see or buy. Here are government subsidized projects and cheap housing where conditions exist which promotes restless kids and desperate acts. On Commercial itself you will find a harmonious and eclectic mixture of immigrant cultures offering everything from soup to nuts. There are stores of all kinds and extractions, restaurants, some notable but most not, cafes, boutiques, specialty shops, hippie food, services of all kinds, a regular Canadian neighborhood bar along with a dozen other fancy and semi fancy ""public alcohol dispensaries"", and a couple of legal marijuana ones, art galleries, fast foods galore, 2 pool halls, one fancy movie theater on Broadway at Commercial and anything else you might think of including an Italian Armory. Wonder around the neighborhood during the day all you want, it's safe and beautiful just to the East of Commercial and 3-4 blocks past the bridge over the Skytrain tracks, and there are some great cityscapes visible down from the Park 3 blocks North of First St.","December 3, 2015",0,0,,4.0,2021-06-18 21:26:06.228528,2021-06-18 21:26:06.314361,"There are stores of all kinds and extractions, restaurants, some notable but most not, cafes, boutiques, specialty shops, hippie food, services of all kinds, a regular Canadian neighborhood bar along with a dozen other fancy and semi fancy ""public alcohol dispensaries"", and a couple of legal marijuana ones, art galleries, fast foods galore, 2 pool halls, one fancy movie theater on Broadway at Commercial and anything else you might think of including an Italian Armory.","are stores of all kinds and extractions, restaurants, some notable but most not, cafes, boutiques, specialty shops, hippie food, services of all kinds, a regular Canadian neighborhood bar along with a dozen other fancy and semi fancy ""public alcohol dispensaries"", and a couple of legal marijuana ones, art galleries, fast foods galore, 2 pool halls, one fancy movie theater on Broadway at Commercial and anything else you might think of including an Italian Armory",0.978715181350708,housing,neighborhood
151,Edgy but Kool,,"Commercial used to be the backbone of the Italian and Portuguese communities in Vancouver, which have largely moved on although there are still several cafes, eateries and stores which cater to and carry their cultural products. It's best to stay on the main drag at night as there is a local youth gang which hangs out around the Skytrain Station at Broadway and Commercial, at the park 3 blocks North of First St, and in the neighborhood behind (West of) the park. When you reach Venables St, it's all bad on both sides down to the harbor and it's all residential so there is nothing to see or buy. Here are government subsidized projects and cheap housing where conditions exist which promotes restless kids and desperate acts. On Commercial itself you will find a harmonious and eclectic mixture of immigrant cultures offering everything from soup to nuts. There are stores of all kinds and extractions, restaurants, some notable but most not, cafes, boutiques, specialty shops, hippie food, services of all kinds, a regular Canadian neighborhood bar along with a dozen other fancy and semi fancy ""public alcohol dispensaries"", and a couple of legal marijuana ones, art galleries, fast foods galore, 2 pool halls, one fancy movie theater on Broadway at Commercial and anything else you might think of including an Italian Armory. Wonder around the neighborhood during the day all you want, it's safe and beautiful just to the East of Commercial and 3-4 blocks past the bridge over the Skytrain tracks, and there are some great cityscapes visible down from the Park 3 blocks North of First St.","December 3, 2015",0,0,,4.0,2021-06-18 21:26:06.228528,2021-06-18 21:26:06.314361,"Wonder around the neighborhood during the day all you want, it's safe and beautiful just to the East of Commercial and 3-4 blocks past the bridge over the Skytrain tracks, and there are some great cityscapes visible down from the Park 3 blocks North of First St.",Wonder around the neighborhood during the day all you want,0.9990105628967285,housing,neighborhood
155,"Great Coffee, delicious panini, and so much character",,"I would recommend to anyone visiting Vancouver in the summer, to come check out Commercial Drive. There is so much life in the neighbourhood - quirky, interesting characters, delicious espresso bars, cafes, restaurants and a beautiful mix of art and culture.....","November 23, 2015",0,0,,5.0,2021-06-18 21:26:06.554635,2021-06-18 21:26:06.633229,"There is so much life in the neighbourhood - quirky, interesting characters, delicious espresso bars, cafes, restaurants and a beautiful mix of art and culture.....","is so much life in the neighbourhood - quirky, interesting characters, delicious espresso bars, cafes, restaurants and a beautiful mix of art and culture",0.9993380904197693,housing,neighbourhood
170,East Van Cultural Centre,,"Commercial drive is a real slice of life. If you can appreciate a little colour outside the lines, this neighbourhood is worth exploring. You are more likely to strike up a conversation on a street corner or in one of the many independent coffee shops here than most other neighbourhoods in Vancouver. The cultural flavour is predominantly Italian and Portuguese. To get a real feel for this, visit during World Cup.","September 15, 2015",0,0,,5.0,2021-06-18 21:26:29.874708,2021-06-18 21:26:29.966761,"If you can appreciate a little colour outside the lines, this neighbourhood is worth exploring.",this neighbourhood,0.9990597367286682,housing,neighbourhood
174,Another View of Vancouver,,"The eastern part of downtown Vancouver has grown into a very interesting neighborhood. Reconstructed townhouses and apartment buildings, small shops and diverse restaurants have sprouted for an influx of new residents. Not too far away from center city, Commercial Drive is accessible by train, bus or taxi (or a long walk). It is worth exploring because of the absence of large crowds and hordes of tourists. Good coffee spots on the Drive.","September 7, 2015",0,0,,4.0,2021-06-18 21:26:30.213955,2021-06-18 21:26:30.300202,The eastern part of downtown Vancouver has grown into a very interesting neighborhood.,has grown into a very interesting neighborhood,0.9994649291038513,housing,neighborhood
174,Another View of Vancouver,,"The eastern part of downtown Vancouver has grown into a very interesting neighborhood. Reconstructed townhouses and apartment buildings, small shops and diverse restaurants have sprouted for an influx of new residents. Not too far away from center city, Commercial Drive is accessible by train, bus or taxi (or a long walk). It is worth exploring because of the absence of large crowds and hordes of tourists. Good coffee spots on the Drive.","September 7, 2015",0,0,,4.0,2021-06-18 21:26:30.213955,2021-06-18 21:26:30.300202,"Reconstructed townhouses and apartment buildings, small shops and diverse restaurants have sprouted for an influx of new residents.","Reconstructed townhouses and apartment buildings, small shops and diverse restaurants",0.9994039535522461,housing,apartment
184,Funky bohemian,,Funky hip neighborhood with excellent restaurants. Boho chic with edginess. A neighbor of old run down mixed with new up and coming.,"August 11, 2015",0,0,,3.0,2021-06-18 21:26:44.408977,2021-06-18 21:26:44.487209,Funky hip neighborhood with excellent restaurants.,Funky hip neighborhood,0.9990999698638916,housing,neighborhood
189,Best people-watching in Vancouver,,"I chuckled when I read the reviews that described Commercial Drive as ""dirty"". Have these reviewers been to - oh, I dunno - ANY OTHER CITY IN THE WORLD?! So if the sight of a discarded cigarette butt makes you shriek, then avoid The Drive. But, by all means, check it out if you'd like to experience:- The best people-watching in Vancouver.- Great food from all cultures.- Live music.- Vintage and original arts and fashion.- A diverse neighbourhood where people are tolerant, relaxed, and easy to talk to.","July 20, 2015",0,0,,5.0,2021-06-18 21:26:44.816584,2021-06-18 21:26:44.894836,"A diverse neighbourhood where people are tolerant, relaxed, and easy to talk to.",A diverse neighbourhood,0.9968858361244202,housing,neighbourhood
199,Fun Bohemian Style Neighborhood,,"This is an interesting neighborhood with the main street have so many different nations restaurants, boutiques, grocers and much more. It has a large counter-culture demographic, including political activists, lesbians, hippies, punks, and artists. Lots of painted murals on many of the business walls and even a few weed shops even though they are technically illegal. Great place to talk a walk, grab a bite to eat and people watch.","February 5, 2015",0,0,,4.0,2021-06-18 21:26:59.929892,2021-06-18 21:27:00.022152,"This is an interesting neighborhood with the main street have so many different nations restaurants, boutiques, grocers and much more.","is an interesting neighborhood with the main street have so many different nations restaurants, boutiques, grocers and much more",0.9966427087783813,housing,neighborhood
201,Not really a tourist destination...,,"...Which is why I love it. For years I didn't get why people loved the drive so much, but that was because I lived and worked downtown. Moving out of the monoculture it still has taken a while to adjust. There are beggars. There are poor people. There are a fair few people who should probably not drink so early in the day and yes you can always smell someone smoking something 'fragrant'. But there is a fantastic community that lives and works together that is culturally, ethnically and socially diverse. That means you have a complete range of shops and services along the drive, and after a year there I am still discovering new gems all the time. Coming from London, it reminds me of Hackney in that sense. Not overly pretentious (you will find posers in all of Vancouver of course), it has a strong sense of heritage but not in a precious way - the Drive is constantly evolving. Come for great restaurants, fun bars with live music, excellent cheap grocery shopping and some fancy Italian coffee shops and ludicrously priced cheese emporiums. Get a haircut or a tattoo and just enjoy being in a neighbourhood that is relaxed and fun.","December 10, 2014",0,0,,5.0,2021-06-18 21:27:11.661301,2021-06-18 21:27:11.740699,Get a haircut or a tattoo and just enjoy being in a neighbourhood that is relaxed and fun.,Get a haircut or a tattoo and just enjoy being in a neighbourhood that is relaxed and fun,0.9228746891021729,housing,neighbourhood
205,Needs to be cleaned up,,"Very dirty and sad. Although, some of the coffee shops are lovely with excellent coffee and treats. Mostly, the neighbourhood feels very rundown.","October 5, 2014",0,0,,2.0,2021-06-18 21:27:11.982440,2021-06-18 21:27:12.066108,"Mostly, the neighbourhood feels very rundown.",the neighbourhood,-0.9992371797561646,housing,neighbourhood
211,"Love it here, but it grows on you..",,"So, I visited commercial drive for the first time in 2011, and I was indifferent to it.""WHY would I come here? Kensington Market (my current home) is SO MUCH COOLER.""In 2012, I found myself moving away from the Market in Toronto, and to Vancouver. It was really a coin toss between Kits and Commercial drive. We picked commercial drive because we wanted to be around the queer culture.Now, The Drive isn't somewhere I'd put on a ""must-see"" list if you're on a tight budget. You don't ""see"" the Drive like you would Kensington Market in Toronto, or some of the other neighbourhoods in Vancouver (like Kits). You ""experience"" The Drive.There's not much to ""see,"" but there's lots to experience.Grab a coffee in a cafe, and strike up a conversation with someone. Sit in the park, and join in on someone's jam session.Find someone you think looks cool in the park (""cool"" is subjective - this is one of the most diverse places I've ever been, and you will find someone who meets your unique brand of cool in gradview park). Tell anybody in the park that it's your first time on The Drive, and they'll probably let you hang out with them.Grab food from all over the world (which is notably absent in Vancover, compared to Toronto, in many other parts of the city).Walk around the streets, and check out the amazing backyard farms. Ask someone to show you around. They will.If you have time, spend at least 2-3 days here. If you are ""passing through,"" try chatting with some of the people who live here. Commercial drive isn't about the shops. Commercial drive is about the people, and not the places. here, you'll find young people, artists trying to make it, old people who have lived here for 60 years, people of all linguistic/cultural backgrounds, hippies, computer programers, lawyers, students, bank tellers...everybody. The one thing they all have in common is a love for this neighbourhood, and the desire to live a bit more communally. So, yeah, if you just walk around, you'll think it's awful here. I was bummed out when I first moved here, and walked around. I was unimpressed when I visited. But, now, I call this place home. Any tourist who has come to stay with us on the drive for more than a few days has been enchanted by it. Come visit us. We'll like you, and we'll be happy to see you. :)","November 26, 2013",0,0,,5.0,2021-06-18 21:27:24.444204,2021-06-18 21:27:24.523006,"The one thing they all have in common is a love for this neighbourhood, and the desire to live a bit more communally.","is a love for this neighbourhood, and the desire to live a bit more communally",0.9977815747261047,housing,neighbourhood
