,title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time,sentences,phrases,score,asp_word,det_word
3695,"Good, but a little scary.",,"On one hand, I really enjoyed the downtown area because there are so many cool shops... so many cool restaurants. I kept thinking that Vancouver was an amazing city and that I'd love to move there. On the other hand, there's a lot of homeless and there's very open and obvious drug-use. It's hard to feel safe when there's three guys shooting up right beside you. (And I wasn't on East Hastings... I was outside the Vancouver Centre, downtown) I've lived overseas for many years, and it's rare that a city gives me the creeps as much as Vancouver did that day. On the other hand, walk 30 minutes to the Olympic Village and suddenly you are in Elysium.","July 30, 2014",0,0,,3.0,2021-06-18 18:34:20.275600,2021-06-18 18:34:20.358769,It's hard to feel safe when there's three guys shooting up right beside you.,'s hard to feel safe when there's three guys shooting up right beside you,-0.9982707500457764,safety,safe
3714,"Location, location, location",,"Downtown Vancouver (DV) is ""the place"" to stay when visiting (or transiting) Vancouver.Just 15-mins. away from the Rocky Mountaineer's main station and 30-mins. away from the international airport, DV is strategically located and within walking distance to most restaurants (i.e., at Hamilton Street), shopping areas (i.e., Pacific Centre and Robson Street) and major attractions (i.e., Stanley Park, Gastown, Granville Market, Science Musuem, Vancouver Art Gallery, etc.) including complimentary pick-up and drop-off points/shuttle to two of the most popular attractions in Vancouver (i.e., Capilano Bridge and Grouse Mountain). Boarding station for whale watching by Pacific Whales is also conveniently located within DV. If required, taxi not a problem. Visited during summer, weather pleasant. Cooler in the mornings and warmer from mid-day onwards. A number of people begging and living rough on the streets, but overall, DV is clean, safe and ideal to walk (or cycle) to most attractions. Pack-up some good walking shoes and save those taxi fares for the expensive attraction fees instead. A multicultural city, five-days probably enough to see the city. Gratuities appear to be the norm in most establishments or anyone providing a service and can be irritating. GST tax no longer recoverable by tourists.","July 19, 2014",0,0,,4.0,2021-06-18 18:34:50.063821,2021-06-18 18:34:50.141092,"A number of people begging and living rough on the streets, but overall, DV is clean, safe and ideal to walk (or cycle) to most attractions.","overall, DV is clean, safe and ideal to walk (or cycle) to most attractions",0.9993982315063477,safety,safe
3716,Great walking but stay away from Hastings Street unless you want to buy drugs or get robbed,,"Downtown Vancouver is a great area to walk around but I strongly recommend knowing where you are going. Gastown is a nice area but we decided to walk towards Chinatown and realized we should have avoided that area. We walked down a street called Hastings and it felt like we were in a completely different city, the area was full of drug addicts and street thugs and possibly a homeless shelter was located on one of the blocks, we walked about three blocks to get out of that area and back into the nice part but it was three blocks of looking over my shoulder the whole time. Not a safe area for tourists to wander into, I didn't see anything in Chinatown either since it looked pretty shady as well so wouldn't recommend going there either. I loved Vancouver but I had never seen so many drug addicts on one single street before in any other major city I have been to and I have travelled a lot, lived in NYC and Miami.","July 19, 2014",0,0,,5.0,2021-06-18 18:34:50.222101,2021-06-18 18:34:50.299351,"Not a safe area for tourists to wander into, I didn't see anything in Chinatown either since it looked pretty shady as well",Not a safe area for tourists to wander into,-0.9995829463005066,safety,safe
3719,Great place to walk around.,,The town is very accessable and easy to walk around. There are plenty of places to eat and shop at. We felt very safe the entire time and enjoyed eating our way around town.,"July 18, 2014",0,0,,4.0,2021-06-18 18:34:50.459210,2021-06-18 18:34:50.537373,We felt very safe the entire time and enjoyed eating our way around town.,felt very safe the entire time and enjoyed eating our way around town,0.9947393536567688,safety,safe
3731,Beautiful city.,,"Downtown Vancouver has to be one of the coolest cities I've visited, not to mention one of the cleanest. I've never felt so safe walking around at night, and there are tons of impressive skyscrapers, both old and new.","July 14, 2014",0,0,,5.0,2021-06-18 18:35:16.875972,2021-06-18 18:35:16.953316,"I've never felt so safe walking around at night, and there are tons of impressive skyscrapers, both old and new.",I've never felt so safe walking around at night,0.9993851184844971,safety,safe
3733,"Beautiful, walkable city",,"This is a vibrant, easy to navigate city that is clean and safe. We took a tour after our cruise and then when back to the waterfront area on the amazingly efficient Skytrain (a train every 3 minutes!). You can stay a a more reasonably priced hotel outside of downtown because you can easily get to where you want to go via there trains and buses. It would be a good idea to take a tour so that you don't miss anything that you would like to spend more time doing. One thing I particularly liked was that this seems to be a downtown that the residents use and love. It had a very comfortable, happy atmosphere. Lovely city, lovely waterfront!","July 13, 2014",0,0,,5.0,2021-06-18 18:35:17.036100,2021-06-18 18:35:17.114678,"This is a vibrant, easy to navigate city that is clean and safe.","is a vibrant, easy to navigate city that is clean and safe",0.9979327917098999,safety,safe
3744,Clean and Safe,,"We were there for the Jazz Festival. The streets could not have been cleaner. The traffic was busy, but never dangerous. Taxi's were plentiful except on Granville Island. Taxi's left a lot to be desired at this location.","July 8, 2014",0,0,,5.0,2021-06-18 18:35:29.884416,2021-06-18 18:35:29.962855,"The traffic was busy, but never dangerous.","was busy, but never dangerous",0.99201500415802,safety,dangerous
3750,Vancouver - City of Culture,,"Both my wife and myself explored several areas of the city and at no time were we hassled and never felt more safe. The parks were brilliant, busses easy to use, people put themselves out when we got lost. Works control personnel were very quick to point us down alternative roads due to road repairs. Wished I had my camera ready as down Roberts street were aoorox 300 skateborders rolling down accompanied by police. Something to do with the teachers strike out there. According to my wife lots of shops to peruse, me i went to the Hall of fame in the big football arena. Spent a lot less then the wife","July 3, 2014",0,0,,5.0,2021-06-18 18:35:42.838148,2021-06-18 18:35:42.923782,Both my wife and myself explored several areas of the city and at no time were we hassled and never felt more safe.,at no time were we hassled and never felt more safe,0.999367892742157,safety,safe
3753,I want to go there one more time,,"The most safe Downtown area of any city in the whole world where you can walk and walk without getting bored or feel unsafe. Lot of things to do and to see, and surprinsingly clean. Granville, Cordoba st, Robson st. and many other are worthy to see. Gastown it's a gem one of a kind!","July 1, 2014",0,0,,5.0,2021-06-18 18:35:43.090990,2021-06-18 18:35:43.171974,The most safe Downtown area of any city in the whole world where you can walk and walk without getting bored or feel unsafe.,The most safe Downtown area of any city in the whole world,0.9963545799255371,safety,safe
3753,I want to go there one more time,,"The most safe Downtown area of any city in the whole world where you can walk and walk without getting bored or feel unsafe. Lot of things to do and to see, and surprinsingly clean. Granville, Cordoba st, Robson st. and many other are worthy to see. Gastown it's a gem one of a kind!","July 1, 2014",0,0,,5.0,2021-06-18 18:35:43.090990,2021-06-18 18:35:43.171974,The most safe Downtown area of any city in the whole world where you can walk and walk without getting bored or feel unsafe.,where you can walk and walk without getting bored or feel unsafe,0.9963545799255371,safety,unsafe
3758,Touring downtown Vancouver!,,"There is an abundance of shops & restaurants to visit. Lots of other tourists & locals are out and about so we always felt safe. Excellent service with regards to the Skytrain and the local city bus service was amazing. A family member was a patient in St. Paul's Hospital, so for breaks we would walk through different areas. There are street people around. They would ask for a handout as we walked by, but none were aggressive or hounded us. So really not a problem. The Yaletown area made me wish I had a bike as there was lots of cyclists! I would have done some organized tours but was spreading my time between seeing the sights and hospital visiting.","June 30, 2014",0,0,,5.0,2021-06-18 18:35:43.493218,2021-06-18 18:35:43.571512,Lots of other tourists & locals are out and about so we always felt safe.,we always felt safe,0.9737433195114136,safety,safe
3771,So impressed!,,"Vancouver was so clean and beautiful, and seemed very safe. We didn't see any homeless people or others who made us feel threatened in any way. It was easy to walk from downtown to many other areas such as Gastown and Stanley Park. We prefer to use the services of a tour bus (hop-on hop-off) to get our bearings and to listen to local stories told by the tour guide. This way, we are able to obtain an overview of the city and decide where we want to spend some time.","June 26, 2014",0,0,,5.0,2021-06-18 18:36:12.325712,2021-06-18 18:36:12.404910,"Vancouver was so clean and beautiful, and seemed very safe.","was so clean and beautiful, and seemed very safe",0.9965358972549438,safety,safe
3774,"Beautiful Vancouver, beautiful BC",,"Vancouver is a beautiful city. It's very clean, friendly and safe! Lots to see and do. Be sure to see Stanley Park, Gastown, Lyn Valley, Granville Island to name a few beautiful places. What other city let's you ski in the morning and go to the beach in the afternoon? Visit. Vancouver!","June 26, 2014",0,0,,5.0,2021-06-18 18:36:12.561587,2021-06-18 18:36:12.643411,"It's very clean, friendly and safe!","'s very clean, friendly and safe",0.9966444969177246,safety,safe
3786,West End worked for me...,,"Spent some time here. Walked along Davies Street. Tons of cafes, restaurants, shops, banks, pharmacy's etc., a true local neighborhood that is clearly Gay friendly. Close to the Granville Island ferries etc., Not sure how safe it is at night but things seem to be on the up-and-up.","June 17, 2014",0,0,,4.0,2021-06-18 18:36:24.496880,2021-06-18 18:36:24.578983,", Not sure how safe it is at night but things seem to be on the up-and-up.",Not sure how safe it is at night,0.93491530418396,safety,safe
3803,What a great dowtown area,,"I don't think I have walked so far in my life. You can walk everywhere downtown or take the trollies. There is so many stores to shop. My buddy and I went to a park and let the girls shop there all day (that may have been a mistake). There are so many areas to shop and things to see. People are friendly, town is clean and safe.","June 1, 2014",0,0,,5.0,2021-06-18 18:36:47.374036,2021-06-18 18:36:47.457339,"People are friendly, town is clean and safe.",town is clean and safe,0.9842413067817688,safety,safe
3815,AN EXCELLENT DOWNTOWN,,"With a metro population of jus rover 2,000,000 downtown Vancouver is dynamic in both the visual and practical sense. It is dominated over by ultra modern high rise buildings, yet has trees and green areas. It is also filled with great restaurants, boutiques, coffee houses and major stores, including the large and well stocked Hudson;s Bay Department Store. Unlike U. S. cities, downtown Vancouver is crowded, safe and exciting. If Canadians can make it work, why are U. S. downtown generally places to be avoided?","May 27, 2014",0,0,,5.0,2021-06-18 18:37:01.674806,2021-06-18 18:37:01.757538,"Unlike U. S. cities, downtown Vancouver is crowded, safe and exciting.","is crowded, safe and exciting",0.9991260170936584,safety,safe
3827,A great place to spend a day or two,,"Downtown Vancouver is easy to get around, very active, lots of good restaurants, and filled with friendly people. We felt safe walking around day or night. We were staying in an area with more ""Alternative lifestyles"", which made the experience more interesting, but never uncomfortable. It reminded me of San Francisco, which I love. Don't miss Sunset Beach Park or Stanley Park","May 22, 2014",0,0,,4.0,2021-06-18 18:37:15.948997,2021-06-18 18:37:16.026609,We felt safe walking around day or night.,felt safe walking around day or night,0.9953845143318176,safety,safe
3858,Nice to walk around Gas Town.,,I think they called it Gas Town. There were people drunk walking around extra friendly. I smelled marijuana a couple times walking past the open bars. We ended up on a street full of drug addicts. They were sitting selling junk on the sidewalk. No one seemed dangerous. On the waterfront there is Canada place. You can walk around the board walk and read history of past olympians and see all the provinces and territories mentioned. The olympic flames are along the board walk towards Fly over Canada plane docks.,"April 30, 2014",0,0,,5.0,2021-06-18 18:37:53.871475,2021-06-18 18:37:53.948261,No one seemed dangerous.,seemed dangerous,0.8977380394935608,safety,dangerous
3875,Vancouver World's Best Ocean & Mountain City,,I moved here to Vancouver in 1986 from England. No other city in the world is as clean and green and has the Pacific Ocean lapping against it's shores offering surrounding mountains views and legendary Stanley Park to experience. Downtown Vancouver is a safe city. Surrounded on three side by water you will find a wonderful climate that rarely freezes and is not as rainy as everyone makes it out to be. I have lived in Vancouver for close to 39 years and every weekend feels like a vacation because there is so much to see and do here. Vancouverites are an awesome local people offering high ethnic diversity and a true West Coast laid back charm. What other downtown can boast a multitude of ocean rich beaches with rockstar supernatural views? Vancouver chose decades ago to ban the use of major highways in it's downtown core. I might take you a little longer to get around but because of this one urban planning decision Vancouver offers a true downtown experience without noisy highways cutting up the city into sections. I used to live in downtown Vancouver's West End that is wedged between downtown Vancouver and on the other side runs directly into the Pacific Ocean and Stanley Park . . . . awesome place to live when you are young or retired.,"April 16, 2014",0,0,,5.0,2021-06-18 18:38:22.324822,2021-06-18 18:38:22.406613,Downtown Vancouver is a safe city.,is a safe city,0.9934182167053223,safety,safe
3881,Very walkable city,,"Vancouver proper is a very easy city to get around in, especially by foot, important if one is visiting by ship as the cruise terminal is part of the downtown core. The airport is a good 30-40 minutes away depending on the form of transportation. There are any number of suburban areas which are not as easy to access. One way to combat this is to buy a day pass for the transit system. This will, for one reasonable price, allow access to the bus system, skytrain (elevated rail system) and also to the harbour ferries to the North Shore.Lots of touristy attractions, tons of information available on line. Plenty of shopping opportunities, from inexpensive to very costly and a world class restaurant scene. All in all, lots to see and do, whether you are here for a day or a week. Very clean and for the most part very safe city in which to walk around and enjoy the scenery.","April 15, 2014",0,0,,5.0,2021-06-18 18:38:35.858125,2021-06-18 18:38:35.937927,Very clean and for the most part very safe city in which to walk around and enjoy the scenery.,Very clean and for the most part very safe,0.9981948733329773,safety,safe
3884,Fabulous City,,"Everyone seemed very fit and energetic. a few things to know before you go. Wear good walking shoes, a backpack and carry an umbrella and jacket with you. Loved being able to walk everywhere we went. We took a cab once to go to the Canucks game. The city is very safe and clean, but don't be shocked when you see all the homeless, most are harmless, some can be a bit more aggressive, they tend to have dogs to help their cause.","April 14, 2014",0,0,,4.0,2021-06-18 18:38:36.093414,2021-06-18 18:38:36.176166,"The city is very safe and clean, but don't be shocked when you see all the homeless",The city is very safe and clean,0.8724565505981445,safety,safe
3891,Downtown Vancouver,,"We walked all around downtown Vancouver and were very comfortable in doing this. The city is very safe, LOTS of people out on a weekday, and many places to see, shop, and eat.","March 31, 2014",0,0,,5.0,2021-06-18 18:38:48.953740,2021-06-18 18:38:49.029528,"The city is very safe, LOTS of people out on a weekday, and many places to see, shop, and eat.",The city is very safe,0.9978972673416138,safety,safe
3919,Great Adventure,,I have visited Vancouver downtown several times since 1986 so I have seen it evolvebut it has never lost its natural beauty and friendly people which makes it a great placeto be in the day or night. It is safe to walk around and there are many shops and excellentrestaurants with a wide variety of food especially my favorite which is fresh seafood. .And the architecture ranges from very old to contemporary and many of the older buildings have been restored in an authentic and classy way which makes walking around a delightful experience.,"February 4, 2014",0,0,,5.0,2021-06-18 18:39:19.528409,2021-06-18 18:39:19.604639,It is safe to walk around and there are many shops and excellentrestaurants with a wide variety of food especially my favorite which is fresh seafood.,It is safe to walk around,0.9945479035377502,safety,safe
3935,Best downtown,,"Vancouver downtown is the best I have ever seen so far (besides NY) but this still beats others. Wonderful place to walk along side amazing VC skyline. In my weeklong stay I made sure I walk back from office through the downtown. Like somebody here in the review said the city is walker friendly and safe. One doesnt get lost in the bylanes and its worth exploring every one of them. Tons of shops and libraries eateries all along. The highlight of the downtown is the water front where you can see the top of the Grause mountains. I watched the water plans take off and land for hours together. The walk along the Canada Place is interesting too. VCs public transport systems beats US in everyway, they are well connected by frequent local buses and sky trains. This is one place i would love to come back again!","January 5, 2014",0,0,,5.0,2021-06-18 18:39:42.488191,2021-06-18 18:39:42.574448,Like somebody here in the review said the city is walker friendly and safe.,said the city is walker friendly and safe,0.9484253525733948,safety,safe
3937,Walk!!!,,"Even though we experienced record cold during our 7 day stay, we LOVED walking all through the downtown area! So many great, healthy eating venues and a Whole Foods! City is very walker friendly:) & safe. Walking was a great way for us to eat and not gain weight!","December 29, 2013",0,0,,5.0,2021-06-18 18:39:42.652601,2021-06-18 18:39:42.730642,City is very walker friendly:) & safe.,is very walker friendly:) & safe,0.9826444983482361,safety,safe
3960,One of the best and most beautiful cities in North America.,,"Downtown Vancouver is a safe and wonderful city to visit. You can spend several days shopping, people watch and take in the sites of the city. It has so many things to offer.One of the most famous streets is Robson Street where you can have it all, shops food, pubs, restaurants and souvenirs.The choice of restaurants in Vancouver is out of the world and in every price range. Try out Vij's for incredible East Indian food or Don Francesco Ristorante for some incredible Italian food.If you fly in to Vancouver air port you do not need a car if you are just spending time down town. We love taking the bus through town and the bus drivers are super friendly. Just bring lots of change for correct fare.","November 18, 2013",0,0,,5.0,2021-06-18 18:40:24.463820,2021-06-18 18:40:24.552085,Downtown Vancouver is a safe and wonderful city to visit.,is a safe and wonderful city to visit,0.9952898025512695,safety,safe
3962,Beautiful city,,"We visited in September for four nights. It's a beautiful city and very easy to walk around. There's always the hop-on hop-off bus or the trolley bus too. Felt safe for the most time apart from walking between Chinatown and Gastown, where we encountered some very unsavoury characters. Very friendly people. We were asked a couple of times if we needed help when stopping to look at our map. Loved the 'new' feel to the city and didn't feel at all hemmed in by the skyscrapers. Vancouver Lookout is worth a visit too. The cathedral in Burrard Street is beautiful and, although not old by British standards, is the oldest building in Vancouver. Oh and enjoyed the breweries too! Would love to go back to Vancouver!","November 11, 2013",0,0,,5.0,2021-06-18 18:40:24.633472,2021-06-18 18:40:24.710656,"Felt safe for the most time apart from walking between Chinatown and Gastown, where we encountered some very unsavoury characters.","Felt safe for the most time apart from walking between Chinatown and Gastown, where we encountered some very unsavoury characters",-0.7454235553741455,safety,safe
3979,Around the world in a day,,"Walking around downtown Vancouver is a very interesting journey. There are so many unique neighborhoods packed into a couple of square miles. Every few blocks you can sample the authentic foods of a different culture. On one street you can shop high-end retail favorites and on another you can shop for a bong. There are a few seedy areas, as with any cities downtown, but over all it feels safe. One of my favorite urban spots.","October 18, 2013",0,0,,4.0,2021-06-18 18:40:38.314346,2021-06-18 18:40:38.391997,"There are a few seedy areas, as with any cities downtown, but over all it feels safe.",over all it feels safe,0.9941350817680359,safety,safe
3994,Beautiful city,,"This is a beautiful city but there are pretty much nothing to do except admiring the beauty of the mountains opposite the city. Things are extremely expensive in downtown vancouver so if you are on budget, perhaps stay away from downtown. There is an area that i think its pretty unique which is call East Hastings. The street is mainly inhabited by people who has drug addicts and homesless people but it is completely a safe place to visit. They dont really care about your existence. If you are worried of safety then i suggest not to visit. Downtown vancouver itself is pretty small, you only need about 3 days to complete the whole tour. I dont encoourage anyone to use the big bus tour because it is way too expensive. Its one of those cities that you won't miss out a lot even if you don't visit. Bathroom facilities: its quite easy to find if you visit the major shopping centre like pacific shopping centre or near the big departmental store Hudson Bay.","October 10, 2013",0,0,,5.0,2021-06-18 18:41:05.297280,2021-06-18 18:41:05.375654,but it is completely a safe place to visit.,is completely a safe place to visit,0.9745623469352722,safety,safe
4006,"Noisy, Dirty, Unfriendly",,"Not impressed, won't go back, spending my USDollars elsewhere. Didn't feel safe, public transportation wasn't clean, people weren't friendly.","October 6, 2013",0,0,,3.0,2021-06-18 18:41:19.863230,2021-06-18 18:41:19.941526,"Didn't feel safe, public transportation wasn't clean, people weren't friendly.",Didn't feel safe,-0.9996949434280396,safety,safe
4009,"Nice city centre - on the waterfront, overlooking the mountains",,"Downtown Vancouver is a nice city centre. Interesting blend of old and new, which is compact and clean. Felt very safe and relaxed. Lots to see and do - easily walkable area as on the flat ... but various buses, metro and taxis available and cheap if you want to go further afield. Lots of shops, cafes, bars and hotels in city centre, but theatres, museums and galleries too. But the big selling point for Downtown Vancouver is its spectacular location on the waterfront and overlooking the mountains. Stanley Park is close by and worth a visit to see such amazing green space on your doorstep - you can walk, cycle or get the bus from Downtown.","October 5, 2013",0,0,,4.0,2021-06-18 18:41:20.097188,2021-06-18 18:41:20.173628,Felt very safe and relaxed.,very safe and relaxed,0.9928662776947021,safety,safe
4010,Great city!,,Very clean! Great shops and restaurants. There are so many people walking that you feel safe to explore the area. Beautiful waterfront.,"October 5, 2013",0,0,,4.0,2021-06-18 18:41:31.447440,2021-06-18 18:41:31.536484,There are so many people walking that you feel safe to explore the area.,are so many people walking that you feel safe to explore the area,0.9968228340148926,safety,safe
4026,So beautiful in spring!,,"In the spring, the downtown area is bursting with blooms of tulips, daffodils and hyacinths. Walk the downtown area or wander across one of the many bridges (Burrard, Granville, Cambie and Lions Gate) for great city views. Downtown is clean, safe and very pretty!","September 26, 2013",0,0,,5.0,2021-06-18 18:41:47.507370,2021-06-18 18:41:47.586615,"Downtown is clean, safe and very pretty!","is clean, safe and very pretty",0.9982061386108398,safety,safe
4027,A good place to see and shop(if you have more money).,,".There are many business people and tourists at night shopping and having a good time at bars, cafes, restaurants. It is clean, safe and bustling. There are several tourist attractions near the heart of the city and public transport are generally excellent and plenty of taxis.","September 26, 2013",0,0,,4.0,2021-06-18 18:41:47.586620,2021-06-18 18:41:47.675960,"It is clean, safe and bustling.","is clean, safe and bustling",0.9930809140205383,safety,safe
4043,'Great vibes',,"Lovely well designed and visually attractive city offering a wide range of eateries, bars, things to see and do. Relaxed feel about it, but also full of life and with a buzz about it that gets under your skin. Has its share of beggers/hawkers particularly around Canada Place where people come and go to the cruise ships but not a huge number compared to other cities and they were never pestered or were intimidating. City feels safe and is well worth a visit.","September 18, 2013",0,0,,5.0,2021-06-18 18:42:17.283361,2021-06-18 18:42:17.364205,City feels safe and is well worth a visit.,feels safe and is well worth a visit,0.9914662837982178,safety,safe
4051,A lovely and beautiful city to explore,,I loved exploring Vancouver by foot and seeing all the different landscapes that envelope the city around to Stanley Park. I found the city had everything shopping wise and felt really safe to explore the different parts of the city. People were really friendly and Canada Place was a good central hub for a tourist when they are in the city. Vancouver is a lively and social city that is easy for a tourist to share in and easy to get around. Loved it.,"September 14, 2013",0,0,,5.0,2021-06-18 18:42:29.093771,2021-06-18 18:42:29.170904,I found the city had everything shopping wise and felt really safe to explore the different parts of the city.,found the city had everything shopping wise and felt really safe to explore the different parts of the city,0.9925918579101562,safety,safe
4052,"Love the"" International Flare""",,"We stayed three night and four days downtown Vancouver and thoroughly enjoyed the unique sights and sounds of a city that you might find in Europe. There were people of all nationalities and races, that was reflected in the multitude of ethnic restaurants( Denman Street). The city is clean and relatively safe. Its beauty surpasses any city that I have visited with mountain and sound views mixed with beaches, forests, and outdoor art. You must visit Vancouver.","September 14, 2013",0,0,,5.0,2021-06-18 18:42:29.170910,2021-06-18 18:42:29.254281,The city is clean and relatively safe.,is clean and relatively safe,0.9983271956443787,safety,safe
4063,Awesome,,"Out of all the places I went on my trip, this was the highlight for me. The city is just great, we went at night, parked the car (parking can be difficult to find) and had dinner. We than walked around the city and gas town. Was a lovely walk, make sure to check out the Olympic torch. Was lots of fun, great place to just hang out with your friends and have a good time :) Felt like this city was fairly safe compared to others, gets quieter as the night gets later (believe it or not). Also visited it in the day, so was good to see how it looks at different times, though I enjoyed the night vibe more so.","September 8, 2013",0,0,,5.0,2021-06-18 18:42:43.252558,2021-06-18 18:42:43.333069,"Felt like this city was fairly safe compared to others, gets quieter as the night gets later (believe it or not).","like this city was fairly safe compared to others, gets quieter as the night gets later (believe it or not)",0.7048231959342957,safety,safe
4072,Terrible,,The parking is so atrocious - and expensive - walk it or take the Canada Line (subway) or walk it. The Orpheum and some rip off Cineplex new rip off theatres add to the negative ... some is good - but find a place to park .....it goes late at night ... Granville Mall can be a homeless dangerous type area - there are some positives ... I stay away .people compare Robson street to Bloor in Toronto or similar shopping streets - the piddly art gallery is hardly worth the time ... the shopping of Robinsstrasse (original) is a downfall of true Vancouver,"September 6, 2013",0,0,,1.0,2021-06-18 18:42:55.062889,2021-06-18 18:42:55.147056,Granville Mall can be a homeless dangerous type area - there are some positives ...,Granville Mall can be a homeless dangerous type area,-0.9677322506904602,safety,dangerous
4086,Nice city,,Overnight-ed in Vancouver after a visit to the Canadian Rockies. This is a very nice city. We walked around in the evening for 2 hours. We felt safe and there were lots of people around. The waterfront area is amazing with bike paths and walking paths and park areas. There are plenty of restaurants and coffee shops and all kinds of retail stores,"September 4, 2013",0,0,,5.0,2021-06-18 18:43:07.437719,2021-06-18 18:43:07.519334,We felt safe and there were lots of people around.,We felt safe,0.9977746605873108,safety,safe
4099,Like that,,Vancouver Downtown is way more clean then other cities I've seen. And I felt more safe then in other major cities. Its not THAT spectacularm but its a nice place and when you visit Vancouver you should have a look. Bring some money there are fance shops where you can shop ;),"September 3, 2013",0,0,,5.0,2021-06-18 18:43:22.731239,2021-06-18 18:43:22.808814,And I felt more safe then in other major cities.,felt more safe then in other major cities,0.9960553646087646,safety,safe
4115,"Garbage, druggies and panhandlers",,"I stayed near Howe St and Drake St, and when I went for dinner around that area, I found the area run-down, strewn with garbage and there were panhandlers and druggies everywhere. I had to cross the street just to avoid them. I also went to Chinatown. First thing someone told me was to put away my DSLR camera because I would be mugged. Needless to say, I felt unsafe from that point on and was happy to leave Vancouver for Victoria","September 1, 2013",0,0,,3.0,2021-06-18 18:43:47.443602,2021-06-18 18:43:47.525575,"Needless to say, I felt unsafe from that point on and was happy to leave Vancouver for Victoria",felt unsafe from that point on and was happy to leave Vancouver for Victoria,0.6992295384407043,safety,unsafe
4118,Clean and it feels safe at night,,"Walked down Granville, the street of youths, pubs and discos at midnight and felt safe and entertained......didn't go anywhere except down the street.!","August 29, 2013",0,0,,4.0,2021-06-18 18:43:47.681685,2021-06-18 18:43:47.764205,"Walked down Granville, the street of youths, pubs and discos at midnight and felt safe and entertained......","Walked down Granville, the street of youths, pubs and discos at midnight and felt safe and entertained",0.9966080188751221,safety,safe
4125,Shops and restaurants galore!,,"We ventured through Gastown, Robson Street shopping, Canada Place/Waterfront. Felt very safe and it was quite vibrant both day and night.","August 22, 2013",0,0,,5.0,2021-06-18 18:44:00.463668,2021-06-18 18:44:00.540259,Felt very safe and it was quite vibrant both day and night.,Felt very safe,0.9939761161804199,safety,safe
4128,Nice city,,"You will feel safe walk in this downtown, but I saw many homeless. So you must a little bit care. But shop close too early","August 21, 2013",0,0,,4.0,2021-06-18 18:44:00.701557,2021-06-18 18:44:00.778748,"You will feel safe walk in this downtown, but I saw many homeless.",You will feel safe walk in this downtown,-0.9901637434959412,safety,safe
4131,have a gas in Gas Town,,"wide variety of places to eat, shop and drink....safe to walk there at all hours....It is close to the rest of downtown and only a mile from Stanley Park. There is alot to do downtown and for a change of pace take the ferry from downtown to North Vancouver just for fun","August 20, 2013",0,0,,4.0,2021-06-18 18:44:14.193243,2021-06-18 18:44:14.271183,"wide variety of places to eat, shop and drink....safe to walk there at all hours....",safe to walk there at all hours,0.9941409230232239,safety,safe
4133,Great and beautiful city to spend some days,,"Super clean and friendly city. Easy to walk. nice views from every corner, the stores and streets are well named, so it easy to walk. I feel very safe walking all around. We will go back as soon as possible We love it","August 19, 2013",0,0,,5.0,2021-06-18 18:44:14.352359,2021-06-18 18:44:14.429747,I feel very safe walking all around.,feel very safe walking all around,0.9965547323226929,safety,safe
4143,"Gas town is super cool, but unlike New York or San Francisco, stay the hell away from China town.",,"Chinatown should not be on any tourist map in it's present condition. We felt very unsafe with the druggies, mental patients and homeless.","August 14, 2013",0,0,,1.0,2021-06-18 18:44:26.678483,2021-06-18 18:44:26.755748,"We felt very unsafe with the druggies, mental patients and homeless.","felt very unsafe with the druggies, mental patients and homeless",-0.9986924529075623,safety,unsafe
4149,Thousands of things to do with blocks of each other,,"Vancouver Downtown is one of the world's jewels a fantastic place to be. It's clean, airy, and easy to get around. A walker's paradise with lots of restaurants and meeting places. If you want a different view of the city scape just hop on the Seabus and cruise to the other side of the inlet to North Vancouver. Lonsdale Quay is a great way to see Vancouver from a different light.One negative note, although I felt safe I would recommend that you stay away from East Hastings especially between Carroll and Gore. As with all beauty their are flaws","August 9, 2013",0,0,,5.0,2021-06-18 18:44:27.156111,2021-06-18 18:44:27.232314,"One negative note, although I felt safe I would recommend that you stay away from East Hastings especially between Carroll and Gore.",although I felt safe I would recommend that you stay away from East Hastings especially between Carroll and Gore,-0.9969223141670227,safety,safe
4150,Keep looking around,,"Loved the mix of old & new how it was retained, found it safe & very tidy generally - keep walking to discover hidden treasures and discover the authentic Chinese Gardens - one not to miss. Sadly missed seeing the Art Musuem as 3 floors closed on my visit but lots of independent art galleries in downtown. Gaslight district not to be missed.","August 8, 2013",0,0,,4.0,2021-06-18 18:44:39.035466,2021-06-18 18:44:39.116358,"Loved the mix of old & new how it was retained, found it safe & very tidy",found it safe & very tidy,0.991663932800293,safety,safe
4170,My favorite city,,"Vancouver is a great city. You can pretty much walk anywhere. Other than one section a few streets over from gas town/rail town where it's pretty shady (drug types), the rest of the city is clean and safe. Everyone is friendly and helpful. Loved Gas Town. Did a super wine tasting in Rail Town. Was not impressed with shopping on Robson Street but that was because most of it you can find in the U.S. and not have to pay the huge taxes added in Canada.","July 30, 2013",0,0,,5.0,2021-06-18 18:45:09.987273,2021-06-18 18:45:10.071768,"Other than one section a few streets over from gas town/rail town where it's pretty shady (drug types), the rest of the city is clean and safe.",is clean and safe,0.9971004128456116,safety,safe
